event_hour,site_id,site_name,event_count,alert_count,avg_temperature_c,avg_battery_pct
2026-05-03 16:00:00,S003,Facility 3,9,0,19.022222222222222,30.45555555555556
2026-05-03 16:00:00,S004,Facility 4,8,1,21.4875,51.1
2026-05-03 16:00:00,S005,Facility 5,4,1,22.65,50.275
2026-05-03 16:00:00,S006,Facility 6,3,0,18.099999999999998,40.13333333333333
2026-05-03 16:00:00,S007,Facility 7,5,0,20.259999999999998,43.9
2026-05-03 16:00:00,S008,Facility 8,5,1,22.02,55.14
2026-05-03 16:00:00,S009,Facility 9,8,1,18.85,30.55
2026-05-03 16:00:00,S010,Facility 10,9,1,18.455555555555556,48.075
2026-05-03 16:00:00,S011,Facility 11,12,3,22.21666666666667,46.80833333333334
2026-05-03 16:00:00,S012,Facility 12,11,2,21.954545454545453,53.14545454545455
2026-05-03 16:00:00,S013,Facility 13,6,0,20.78333333333333,59.0
2026-05-03 16:00:00,S014,Facility 14,3,0,19.666666666666668,59.86666666666667
2026-05-03 17:00:00,S001,Facility 1,12,2,18.991666666666667,65.3
2026-05-03 17:00:00,S002,Facility 2,5,0,22.759999999999998,46.349999999999994
2026-05-03 17:00:00,S003,Facility 3,10,2,18.240000000000002,48.6
2026-05-03 17:00:00,S004,Facility 4,5,0,22.56,33.5
2026-05-03 17:00:00,S005,Facility 5,4,0,19.45,29.425
2026-05-03 17:00:00,S006,Facility 6,8,0,18.8625,61.1125
2026-05-03 17:00:00,S007,Facility 7,3,0,26.733333333333334,26.299999999999997
2026-05-03 17:00:00,S008,Facility 8,7,0,24.228571428571428,49.68571428571429
2026-05-03 17:00:00,S009,Facility 9,10,1,25.660000000000004,55.644444444444446
2026-05-03 17:00:00,S010,Facility 10,8,1,19.9125,44.128571428571426
2026-05-03 17:00:00,S011,Facility 11,9,3,19.577777777777776,55.86666666666667
2026-05-03 17:00:00,S012,Facility 12,6,0,20.233333333333334,45.75
2026-05-03 17:00:00,S013,Facility 13,2,0,13.25,83.1
2026-05-03 17:00:00,S014,Facility 14,5,0,18.02,61.56
2026-05-03 18:00:00,S001,Facility 1,16,2,18.81875,59.73571428571428
2026-05-03 18:00:00,S002,Facility 2,4,0,22.5,33.075
2026-05-03 18:00:00,S003,Facility 3,8,1,21.9375,56.012499999999996
2026-05-03 18:00:00,S004,Facility 4,6,0,22.400000000000002,38.0
2026-05-03 18:00:00,S005,Facility 5,2,0,18.9,38.45
2026-05-03 18:00:00,S006,Facility 6,2,0,22.35,46.85
2026-05-03 18:00:00,S007,Facility 7,4,0,24.1,30.666666666666668
2026-05-03 18:00:00,S008,Facility 8,4,0,23.0,38.8
2026-05-03 18:00:00,S009,Facility 9,7,1,20.285714285714285,41.67142857142857
2026-05-03 18:00:00,S010,Facility 10,8,3,19.6,50.6875
2026-05-03 18:00:00,S011,Facility 11,4,0,19.35,56.35
2026-05-03 18:00:00,S012,Facility 12,15,1,21.720000000000002,57.56428571428571
2026-05-03 18:00:00,S013,Facility 13,7,0,20.0,59.55714285714286
2026-05-03 18:00:00,S014,Facility 14,5,1,22.22,55.82000000000001
2026-05-03 19:00:00,S001,Facility 1,8,2,22.8125,54.98333333333333
2026-05-03 19:00:00,S002,Facility 2,2,0,18.1,84.8
2026-05-03 19:00:00,S003,Facility 3,8,1,24.275,56.575
2026-05-03 19:00:00,S004,Facility 4,7,0,19.62857142857143,53.17142857142857
2026-05-03 19:00:00,S005,Facility 5,4,0,20.425,65.16666666666667
2026-05-03 19:00:00,S006,Facility 6,5,0,20.119999999999997,76.3
2026-05-03 19:00:00,S007,Facility 7,5,0,22.759999999999998,48.739999999999995
2026-05-03 19:00:00,S008,Facility 8,6,2,22.666666666666668,35.559999999999995
2026-05-03 19:00:00,S009,Facility 9,9,1,22.288888888888888,61.36666666666666
2026-05-03 19:00:00,S010,Facility 10,10,2,23.240000000000002,48.64
2026-05-03 19:00:00,S011,Facility 11,7,1,21.714285714285715,45.78333333333333
2026-05-03 19:00:00,S012,Facility 12,9,0,20.544444444444444,48.17777777777778
2026-05-03 19:00:00,S013,Facility 13,6,0,23.416666666666668,50.160000000000004
2026-05-03 19:00:00,S014,Facility 14,6,1,22.400000000000002,51.98333333333333
2026-05-03 20:00:00,S001,Facility 1,6,0,19.2,49.25
2026-05-03 20:00:00,S002,Facility 2,3,0,22.7,75.8
2026-05-03 20:00:00,S003,Facility 3,6,0,23.45,51.78333333333333
2026-05-03 20:00:00,S004,Facility 4,5,0,18.24,53.75999999999999
2026-05-03 20:00:00,S005,Facility 5,3,0,17.733333333333334,30.96666666666667
2026-05-03 20:00:00,S006,Facility 6,3,1,20.599999999999998,72.65
2026-05-03 20:00:00,S007,Facility 7,5,0,22.96,67.28
2026-05-03 20:00:00,S008,Facility 8,4,1,20.85,62.025000000000006
2026-05-03 20:00:00,S009,Facility 9,8,0,20.7,71.07142857142857
2026-05-03 20:00:00,S010,Facility 10,7,1,21.37142857142857,45.4
2026-05-03 20:00:00,S011,Facility 11,9,1,21.38888888888889,49.58888888888889
2026-05-03 20:00:00,S012,Facility 12,4,1,18.975,42.425
2026-05-03 20:00:00,S013,Facility 13,7,1,18.485714285714288,48.68571428571429
2026-05-03 20:00:00,S014,Facility 14,3,0,20.0,59.6
2026-05-03 21:00:00,S001,Facility 1,9,0,22.766666666666666,33.1875
2026-05-03 21:00:00,S002,Facility 2,6,2,24.233333333333334,62.1
2026-05-03 21:00:00,S003,Facility 3,5,0,18.3,46.325
2026-05-03 21:00:00,S004,Facility 4,7,1,21.47142857142857,45.371428571428574
2026-05-03 21:00:00,S005,Facility 5,3,0,22.3,34.5
2026-05-03 21:00:00,S006,Facility 6,8,1,17.8375,65.93333333333334
2026-05-03 21:00:00,S007,Facility 7,7,0,20.228571428571428,49.25714285714286
2026-05-03 21:00:00,S008,Facility 8,5,1,19.4,79.67999999999999
2026-05-03 21:00:00,S009,Facility 9,12,1,20.0,59.46666666666667
2026-05-03 21:00:00,S010,Facility 10,14,2,20.435714285714287,40.70769230769231
2026-05-03 21:00:00,S011,Facility 11,8,1,24.3875,53.1375
2026-05-03 21:00:00,S012,Facility 12,7,1,18.442857142857143,58.4
2026-05-03 21:00:00,S013,Facility 13,7,1,21.714285714285715,61.24285714285714
2026-05-03 21:00:00,S014,Facility 14,10,1,23.31,61.133333333333326
2026-05-03 22:00:00,S001,Facility 1,13,0,19.715384615384615,54.36153846153846
2026-05-03 22:00:00,S002,Facility 2,1,1,26.0,9.7
2026-05-03 22:00:00,S003,Facility 3,9,0,24.311111111111114,54.3875
2026-05-03 22:00:00,S004,Facility 4,9,2,17.644444444444446,57.46666666666667
2026-05-03 22:00:00,S005,Facility 5,1,0,31.7,4.1
2026-05-03 22:00:00,S006,Facility 6,2,0,19.4,23.5
2026-05-03 22:00:00,S007,Facility 7,4,0,25.625,35.975
2026-05-03 22:00:00,S008,Facility 8,9,2,22.5,50.77777777777778
2026-05-03 22:00:00,S009,Facility 9,12,2,18.608333333333334,43.083333333333336
2026-05-03 22:00:00,S010,Facility 10,17,6,21.15294117647059,53.34117647058823
2026-05-03 22:00:00,S011,Facility 11,6,0,16.45,48.5
2026-05-03 22:00:00,S012,Facility 12,5,1,19.4,63.333333333333336
2026-05-03 22:00:00,S013,Facility 13,5,1,20.3,34.0
2026-05-03 22:00:00,S014,Facility 14,8,1,20.2125,54.2
2026-05-03 23:00:00,S001,Facility 1,8,1,18.4125,25.0
2026-05-03 23:00:00,S002,Facility 2,5,1,20.44,55.739999999999995
2026-05-03 23:00:00,S003,Facility 3,5,1,19.240000000000002,33.18
2026-05-03 23:00:00,S004,Facility 4,8,1,19.2,36.225
2026-05-03 23:00:00,S005,Facility 5,5,0,22.36,63.06
2026-05-03 23:00:00,S006,Facility 6,7,2,19.114285714285717,46.300000000000004
2026-05-03 23:00:00,S007,Facility 7,6,1,20.066666666666666,50.279999999999994
2026-05-03 23:00:00,S008,Facility 8,2,0,19.7,93.65
2026-05-03 23:00:00,S009,Facility 9,5,2,19.72,61.379999999999995
2026-05-03 23:00:00,S010,Facility 10,5,1,21.28,26.825
2026-05-03 23:00:00,S011,Facility 11,5,1,23.0,31.080000000000002
2026-05-03 23:00:00,S012,Facility 12,9,1,19.922222222222224,43.262499999999996
2026-05-03 23:00:00,S013,Facility 13,2,0,23.4,15.45
2026-05-03 23:00:00,S014,Facility 14,7,1,22.542857142857144,50.34285714285714
2026-05-04 00:00:00,S001,Facility 1,12,0,19.366666666666667,47.01666666666667
2026-05-04 00:00:00,S002,Facility 2,2,1,18.6,28.200000000000003
2026-05-04 00:00:00,S003,Facility 3,8,2,22.0375,59.42857142857143
2026-05-04 00:00:00,S004,Facility 4,6,0,19.233333333333334,43.2
2026-05-04 00:00:00,S005,Facility 5,3,1,20.3,39.46666666666666
2026-05-04 00:00:00,S006,Facility 6,5,0,21.98,39.64
2026-05-04 00:00:00,S007,Facility 7,7,2,23.114285714285717,45.25714285714286
2026-05-04 00:00:00,S008,Facility 8,5,0,21.119999999999997,55.32000000000001
2026-05-04 00:00:00,S009,Facility 9,9,1,20.544444444444444,63.0
2026-05-04 00:00:00,S010,Facility 10,11,3,21.136363636363637,46.63636363636363
2026-05-04 00:00:00,S011,Facility 11,12,2,21.90833333333333,61.46666666666667
2026-05-04 00:00:00,S012,Facility 12,8,2,21.6,45.8
2026-05-04 00:00:00,S013,Facility 13,5,1,16.259999999999998,58.760000000000005
2026-05-04 00:00:00,S014,Facility 14,6,0,22.650000000000002,49.51666666666667
2026-05-04 01:00:00,S001,Facility 1,10,1,23.14,63.075
2026-05-04 01:00:00,S002,Facility 2,2,0,28.8,59.85
2026-05-04 01:00:00,S003,Facility 3,3,0,22.899999999999995,40.800000000000004
2026-05-04 01:00:00,S004,Facility 4,10,3,22.05,34.44444444444444
2026-05-04 01:00:00,S005,Facility 5,3,0,25.53333333333333,53.133333333333326
2026-05-04 01:00:00,S006,Facility 6,2,1,24.7,54.25
2026-05-04 01:00:00,S007,Facility 7,7,1,23.885714285714283,50.92857142857143
2026-05-04 01:00:00,S008,Facility 8,5,0,21.580000000000002,40.300000000000004
2026-05-04 01:00:00,S009,Facility 9,7,0,23.37142857142857,51.98333333333333
2026-05-04 01:00:00,S010,Facility 10,7,1,21.728571428571428,55.166666666666664
2026-05-04 01:00:00,S011,Facility 11,7,0,20.599999999999998,49.300000000000004
2026-05-04 01:00:00,S012,Facility 12,6,0,23.5,51.86666666666667
2026-05-04 01:00:00,S013,Facility 13,6,0,16.616666666666667,43.88
2026-05-04 01:00:00,S014,Facility 14,5,0,22.84,61.0
2026-05-04 02:00:00,S001,Facility 1,7,0,21.2,65.75714285714285
2026-05-04 02:00:00,S002,Facility 2,2,0,18.65,
2026-05-04 02:00:00,S003,Facility 3,9,2,20.355555555555554,36.85
2026-05-04 02:00:00,S004,Facility 4,3,0,18.066666666666666,57.46666666666667
2026-05-04 02:00:00,S005,Facility 5,4,0,17.625,48.0
2026-05-04 02:00:00,S006,Facility 6,7,1,19.442857142857143,40.300000000000004
2026-05-04 02:00:00,S007,Facility 7,9,3,20.311111111111114,40.412499999999994
2026-05-04 02:00:00,S008,Facility 8,4,0,17.325,54.5
2026-05-04 02:00:00,S009,Facility 9,7,0,17.914285714285715,17.416666666666668
2026-05-04 02:00:00,S010,Facility 10,4,0,26.825,57.87499999999999
2026-05-04 02:00:00,S011,Facility 11,5,0,23.34,43.14
2026-05-04 02:00:00,S012,Facility 12,7,1,20.52857142857143,29.414285714285715
2026-05-04 02:00:00,S013,Facility 13,9,1,19.033333333333335,34.275
2026-05-04 02:00:00,S014,Facility 14,4,2,22.1,32.53333333333333
2026-05-04 03:00:00,S001,Facility 1,8,0,21.8125,46.9375
2026-05-04 03:00:00,S002,Facility 2,1,0,19.5,3.1
2026-05-04 03:00:00,S003,Facility 3,7,1,20.085714285714285,58.0
2026-05-04 03:00:00,S004,Facility 4,2,2,24.25,34.2
2026-05-04 03:00:00,S005,Facility 5,8,1,16.225,49.05714285714286
2026-05-04 03:00:00,S006,Facility 6,6,0,21.900000000000002,59.08
2026-05-04 03:00:00,S007,Facility 7,9,1,20.1,40.31111111111111
2026-05-04 03:00:00,S008,Facility 8,11,2,23.345454545454547,59.48888888888889
2026-05-04 03:00:00,S009,Facility 9,6,1,16.45,76.13333333333333
2026-05-04 03:00:00,S010,Facility 10,10,0,21.44,63.27777777777778
2026-05-04 03:00:00,S011,Facility 11,10,0,21.5,47.95
2026-05-04 03:00:00,S012,Facility 12,7,2,23.285714285714285,56.214285714285715
2026-05-04 03:00:00,S013,Facility 13,5,1,17.94,57.52
2026-05-04 03:00:00,S014,Facility 14,8,1,17.0875,49.9125
2026-05-04 04:00:00,S001,Facility 1,15,4,21.473333333333336,43.413333333333334
2026-05-04 04:00:00,S002,Facility 2,3,1,21.933333333333334,47.5
2026-05-04 04:00:00,S003,Facility 3,8,2,18.95,41.083333333333336
2026-05-04 04:00:00,S004,Facility 4,5,0,22.56,54.48
2026-05-04 04:00:00,S005,Facility 5,5,4,19.8,27.48
2026-05-04 04:00:00,S006,Facility 6,4,0,19.675,38.075
2026-05-04 04:00:00,S007,Facility 7,4,0,23.45,58.475
2026-05-04 04:00:00,S008,Facility 8,3,0,14.799999999999999,44.099999999999994
2026-05-04 04:00:00,S009,Facility 9,7,0,21.642857142857142,36.5
2026-05-04 04:00:00,S010,Facility 10,7,0,19.714285714285715,46.31428571428571
2026-05-04 04:00:00,S011,Facility 11,10,1,17.91,60.489999999999995
2026-05-04 04:00:00,S012,Facility 12,2,1,20.35,48.55
2026-05-04 04:00:00,S013,Facility 13,4,1,23.775,28.05
2026-05-04 04:00:00,S014,Facility 14,10,2,23.09,41.25
2026-05-04 05:00:00,S001,Facility 1,9,2,20.633333333333333,38.37777777777777
2026-05-04 05:00:00,S002,Facility 2,2,0,28.35,34.75
2026-05-04 05:00:00,S003,Facility 3,16,0,22.78125,53.93333333333333
2026-05-04 05:00:00,S004,Facility 4,6,1,20.816666666666666,49.739999999999995
2026-05-04 05:00:00,S005,Facility 5,1,0,12.9,41.7
2026-05-04 05:00:00,S006,Facility 6,2,0,18.75,31.0
2026-05-04 05:00:00,S007,Facility 7,3,0,26.266666666666666,60.1
2026-05-04 05:00:00,S008,Facility 8,4,0,17.35,83.46666666666665
2026-05-04 05:00:00,S009,Facility 9,8,0,21.05,48.5375
2026-05-04 05:00:00,S010,Facility 10,9,2,23.255555555555556,58.3875
2026-05-04 05:00:00,S011,Facility 11,2,0,16.5,32.9
2026-05-04 05:00:00,S012,Facility 12,9,1,21.255555555555556,42.199999999999996
2026-05-04 05:00:00,S013,Facility 13,6,1,22.53333333333333,48.416666666666664
2026-05-04 05:00:00,S014,Facility 14,6,0,20.05,38.480000000000004
2026-05-04 06:00:00,S001,Facility 1,7,1,20.314285714285713,51.34285714285714
2026-05-04 06:00:00,S002,Facility 2,9,2,22.9,63.1375
2026-05-04 06:00:00,S003,Facility 3,5,0,22.78,35.32
2026-05-04 06:00:00,S004,Facility 4,9,1,21.833333333333332,51.525
2026-05-04 06:00:00,S005,Facility 5,2,0,14.5,58.2
2026-05-04 06:00:00,S006,Facility 6,4,1,21.475,59.6
2026-05-04 06:00:00,S007,Facility 7,4,0,22.15,57.275
2026-05-04 06:00:00,S008,Facility 8,4,0,21.85,35.05
2026-05-04 06:00:00,S009,Facility 9,9,1,18.799999999999997,40.41111111111112
2026-05-04 06:00:00,S010,Facility 10,3,1,20.966666666666665,55.5
2026-05-04 06:00:00,S011,Facility 11,3,0,20.766666666666666,57.26666666666667
2026-05-04 06:00:00,S012,Facility 12,6,0,20.116666666666664,34.1
2026-05-04 06:00:00,S013,Facility 13,5,0,18.82,46.975
2026-05-04 06:00:00,S014,Facility 14,9,1,19.811111111111114,42.28333333333333
2026-05-04 07:00:00,S001,Facility 1,7,0,21.571428571428573,47.62857142857143
2026-05-04 07:00:00,S002,Facility 2,6,1,19.7,24.26666666666667
2026-05-04 07:00:00,S003,Facility 3,8,2,20.525,56.771428571428565
2026-05-04 07:00:00,S004,Facility 4,7,1,20.457142857142856,67.58571428571427
2026-05-04 07:00:00,S005,Facility 5,6,1,20.349999999999998,60.800000000000004
2026-05-04 07:00:00,S007,Facility 7,7,0,24.25714285714286,44.68571428571429
2026-05-04 07:00:00,S008,Facility 8,7,0,23.1,53.285714285714285
2026-05-04 07:00:00,S009,Facility 9,12,2,20.616666666666667,60.51818181818182
2026-05-04 07:00:00,S010,Facility 10,10,1,24.509999999999998,57.57777777777778
2026-05-04 07:00:00,S011,Facility 11,5,2,20.68,50.36
2026-05-04 07:00:00,S012,Facility 12,10,3,20.8,67.64
2026-05-04 07:00:00,S013,Facility 13,3,0,22.666666666666668,24.900000000000002
2026-05-04 07:00:00,S014,Facility 14,3,0,19.1,36.93333333333333
2026-05-04 08:00:00,S001,Facility 1,11,0,20.8,62.93333333333333
2026-05-04 08:00:00,S002,Facility 2,2,0,16.85,98.2
2026-05-04 08:00:00,S003,Facility 3,10,0,18.97,50.72222222222222
2026-05-04 08:00:00,S004,Facility 4,6,0,20.0,50.58
2026-05-04 08:00:00,S005,Facility 5,2,1,22.65,24.2
2026-05-04 08:00:00,S006,Facility 6,10,2,20.86,41.57
2026-05-04 08:00:00,S007,Facility 7,8,1,23.2,33.7
2026-05-04 08:00:00,S008,Facility 8,5,0,16.32,54.9
2026-05-04 08:00:00,S009,Facility 9,9,0,23.655555555555555,60.65
2026-05-04 08:00:00,S010,Facility 10,8,1,22.0625,48.82857142857143
2026-05-04 08:00:00,S011,Facility 11,7,1,24.7,63.07142857142857
2026-05-04 08:00:00,S012,Facility 12,6,2,18.9,38.31666666666667
2026-05-04 08:00:00,S013,Facility 13,2,0,15.55,36.4
2026-05-04 08:00:00,S014,Facility 14,2,0,24.45,47.900000000000006
2026-05-04 09:00:00,S001,Facility 1,10,2,20.38,38.5
2026-05-04 09:00:00,S002,Facility 2,1,0,13.4,93.0
2026-05-04 09:00:00,S003,Facility 3,8,0,18.125,51.112500000000004
2026-05-04 09:00:00,S004,Facility 4,1,0,17.5,81.4
2026-05-04 09:00:00,S005,Facility 5,5,2,23.380000000000003,56.7
2026-05-04 09:00:00,S006,Facility 6,4,2,22.05,62.075
2026-05-04 09:00:00,S007,Facility 7,7,1,22.985714285714288,40.11666666666667
2026-05-04 09:00:00,S008,Facility 8,4,3,23.45,74.55
2026-05-04 09:00:00,S009,Facility 9,9,1,16.977777777777778,66.61111111111111
2026-05-04 09:00:00,S010,Facility 10,8,1,21.325000000000003,59.9
2026-05-04 09:00:00,S011,Facility 11,4,0,24.625,38.400000000000006
2026-05-04 09:00:00,S012,Facility 12,11,1,17.69090909090909,43.36363636363637
2026-05-04 09:00:00,S013,Facility 13,8,0,20.6,55.24285714285714
2026-05-04 09:00:00,S014,Facility 14,4,1,19.825,65.125
2026-05-04 10:00:00,S001,Facility 1,7,1,19.114285714285717,52.43333333333333
2026-05-04 10:00:00,S002,Facility 2,3,0,21.46666666666667,38.65
2026-05-04 10:00:00,S003,Facility 3,4,1,18.35,41.725
2026-05-04 10:00:00,S004,Facility 4,7,1,19.714285714285715,68.14999999999999
2026-05-04 10:00:00,S005,Facility 5,4,0,22.1,46.55
2026-05-04 10:00:00,S006,Facility 6,6,2,21.95,45.4
2026-05-04 10:00:00,S007,Facility 7,4,0,22.375,21.5
2026-05-04 10:00:00,S008,Facility 8,10,0,19.380000000000003,46.4
2026-05-04 10:00:00,S009,Facility 9,4,1,24.900000000000002,47.225
2026-05-04 10:00:00,S010,Facility 10,4,0,19.0,40.63333333333333
2026-05-04 10:00:00,S011,Facility 11,8,0,20.1125,58.81428571428571
2026-05-04 10:00:00,S012,Facility 12,8,1,20.4625,42.557142857142864
2026-05-04 10:00:00,S013,Facility 13,9,1,19.633333333333333,76.60000000000001
2026-05-04 10:00:00,S014,Facility 14,4,1,17.775,42.8
2026-05-04 11:00:00,S001,Facility 1,10,1,18.43,32.980000000000004
2026-05-04 11:00:00,S002,Facility 2,6,0,26.183333333333334,41.62
2026-05-04 11:00:00,S003,Facility 3,5,0,20.1,58.17999999999999
2026-05-04 11:00:00,S004,Facility 4,3,1,18.466666666666665,72.26666666666667
2026-05-04 11:00:00,S005,Facility 5,6,2,18.416666666666668,41.3
2026-05-04 11:00:00,S006,Facility 6,2,1,22.299999999999997,36.35
2026-05-04 11:00:00,S007,Facility 7,7,2,21.62857142857143,40.666666666666664
2026-05-04 11:00:00,S008,Facility 8,6,1,18.583333333333332,59.15
2026-05-04 11:00:00,S009,Facility 9,10,2,19.330000000000002,36.46
2026-05-04 11:00:00,S010,Facility 10,3,0,22.666666666666668,68.03333333333333
2026-05-04 11:00:00,S011,Facility 11,6,0,21.816666666666666,42.86666666666667
2026-05-04 11:00:00,S012,Facility 12,4,0,22.625,48.4
2026-05-04 11:00:00,S013,Facility 13,9,3,20.833333333333332,63.9375
2026-05-04 11:00:00,S014,Facility 14,6,2,22.333333333333332,56.23333333333333
2026-05-04 12:00:00,S001,Facility 1,6,0,17.849999999999998,48.9
2026-05-04 12:00:00,S002,Facility 2,2,0,24.15,27.8
2026-05-04 12:00:00,S003,Facility 3,7,0,18.842857142857145,39.440000000000005
2026-05-04 12:00:00,S004,Facility 4,10,1,19.43,56.82000000000001
2026-05-04 12:00:00,S005,Facility 5,3,1,20.166666666666668,23.066666666666666
2026-05-04 12:00:00,S006,Facility 6,4,1,21.2,54.0
2026-05-04 12:00:00,S007,Facility 7,7,1,17.728571428571428,43.58571428571429
2026-05-04 12:00:00,S008,Facility 8,5,1,24.9,69.66
2026-05-04 12:00:00,S009,Facility 9,10,2,19.759999999999998,62.29
2026-05-04 12:00:00,S010,Facility 10,10,1,22.16,54.86666666666667
2026-05-04 12:00:00,S011,Facility 11,4,2,20.55,62.633333333333326
2026-05-04 12:00:00,S012,Facility 12,10,2,20.59,37.511111111111106
2026-05-04 12:00:00,S013,Facility 13,8,1,22.25,48.775
2026-05-04 12:00:00,S014,Facility 14,6,1,22.183333333333334,51.019999999999996
2026-05-04 13:00:00,S001,Facility 1,9,2,20.155555555555555,30.74285714285714
2026-05-04 13:00:00,S002,Facility 2,4,0,19.15,32.36666666666667
2026-05-04 13:00:00,S003,Facility 3,12,1,23.041666666666668,58.875
2026-05-04 13:00:00,S004,Facility 4,4,1,14.425,50.2
2026-05-04 13:00:00,S005,Facility 5,5,0,21.880000000000003,39.26
2026-05-04 13:00:00,S006,Facility 6,2,1,18.4,60.3
2026-05-04 13:00:00,S007,Facility 7,7,1,22.485714285714288,40.480000000000004
2026-05-04 13:00:00,S008,Facility 8,6,1,21.416666666666668,43.550000000000004
2026-05-04 13:00:00,S009,Facility 9,10,2,21.240000000000002,57.58
2026-05-04 13:00:00,S010,Facility 10,10,1,20.41,58.15
2026-05-04 13:00:00,S011,Facility 11,7,2,18.914285714285715,46.542857142857144
2026-05-04 13:00:00,S012,Facility 12,4,0,21.225,47.6
2026-05-04 13:00:00,S013,Facility 13,7,1,23.542857142857144,54.46666666666667
2026-05-04 13:00:00,S014,Facility 14,8,1,21.225,45.275
2026-05-04 14:00:00,S001,Facility 1,4,0,23.275,64.625
2026-05-04 14:00:00,S002,Facility 2,1,0,16.2,82.1
2026-05-04 14:00:00,S003,Facility 3,5,1,17.7,30.020000000000003
2026-05-04 14:00:00,S004,Facility 4,7,1,24.657142857142855,54.73333333333333
2026-05-04 14:00:00,S005,Facility 5,4,0,21.6,55.8
2026-05-04 14:00:00,S006,Facility 6,2,0,19.8,34.4
2026-05-04 14:00:00,S007,Facility 7,5,0,19.759999999999998,29.7
2026-05-04 14:00:00,S008,Facility 8,6,0,19.033333333333335,46.416666666666664
2026-05-04 14:00:00,S009,Facility 9,5,0,19.78,40.18
2026-05-04 14:00:00,S010,Facility 10,8,0,22.8125,63.912499999999994
2026-05-04 14:00:00,S011,Facility 11,10,0,17.57,51.63333333333333
2026-05-04 14:00:00,S012,Facility 12,6,1,17.033333333333335,35.2
2026-05-04 14:00:00,S013,Facility 13,5,0,26.139999999999997,29.340000000000003
2026-05-04 14:00:00,S014,Facility 14,12,1,21.166666666666668,68.80833333333334
2026-05-04 15:00:00,S001,Facility 1,10,2,21.77,52.54
2026-05-04 15:00:00,S002,Facility 2,2,1,20.25,50.15
2026-05-04 15:00:00,S003,Facility 3,7,0,18.914285714285715,55.1
2026-05-04 15:00:00,S004,Facility 4,6,1,20.116666666666667,59.26666666666667
2026-05-04 15:00:00,S005,Facility 5,2,0,21.9,56.199999999999996
2026-05-04 15:00:00,S006,Facility 6,3,0,20.666666666666668,28.033333333333335
2026-05-04 15:00:00,S007,Facility 7,5,0,16.8,54.620000000000005
2026-05-04 15:00:00,S008,Facility 8,7,2,22.414285714285715,63.96
2026-05-04 15:00:00,S009,Facility 9,10,1,22.35,67.72999999999999
2026-05-04 15:00:00,S010,Facility 10,7,0,19.542857142857144,42.86666666666667
2026-05-04 15:00:00,S011,Facility 11,6,0,19.78333333333333,67.9
2026-05-04 15:00:00,S012,Facility 12,7,2,18.157142857142855,47.642857142857146
2026-05-04 15:00:00,S013,Facility 13,4,0,22.625,47.300000000000004
2026-05-04 15:00:00,S014,Facility 14,6,0,25.833333333333332,25.3
2026-05-04 16:00:00,S001,Facility 1,7,3,19.642857142857142,45.971428571428575
2026-05-04 16:00:00,S002,Facility 2,3,1,21.166666666666668,47.699999999999996
2026-05-04 16:00:00,S003,Facility 3,14,1,18.7,40.30714285714286
2026-05-04 16:00:00,S004,Facility 4,6,0,17.733333333333334,45.88333333333333
2026-05-04 16:00:00,S005,Facility 5,2,1,16.799999999999997,88.25
2026-05-04 16:00:00,S006,Facility 6,3,1,17.833333333333332,14.5
2026-05-04 16:00:00,S007,Facility 7,4,0,23.5,28.566666666666666
2026-05-04 16:00:00,S008,Facility 8,5,0,20.619999999999997,19.075
2026-05-04 16:00:00,S009,Facility 9,6,0,22.433333333333334,44.6
2026-05-04 16:00:00,S010,Facility 10,10,0,22.65,53.69
2026-05-04 16:00:00,S011,Facility 11,6,1,20.366666666666667,55.800000000000004
2026-05-04 16:00:00,S012,Facility 12,5,3,18.7,45.3
2026-05-04 16:00:00,S013,Facility 13,7,1,21.442857142857143,54.81428571428571
2026-05-04 16:00:00,S014,Facility 14,7,0,24.285714285714285,40.028571428571425
2026-05-04 17:00:00,S001,Facility 1,6,0,18.533333333333335,57.083333333333336
2026-05-04 17:00:00,S002,Facility 2,7,0,21.75714285714286,32.42857142857143
2026-05-04 17:00:00,S003,Facility 3,12,1,21.308333333333334,47.480000000000004
2026-05-04 17:00:00,S004,Facility 4,9,1,17.466666666666665,60.6125
2026-05-04 17:00:00,S005,Facility 5,8,1,18.4625,42.0
2026-05-04 17:00:00,S006,Facility 6,6,2,17.583333333333332,53.51666666666667
2026-05-04 17:00:00,S007,Facility 7,4,2,22.675,48.225
2026-05-04 17:00:00,S008,Facility 8,8,1,20.95,52.675
2026-05-04 17:00:00,S009,Facility 9,9,0,21.077777777777776,59.4125
2026-05-04 17:00:00,S010,Facility 10,7,0,20.585714285714285,38.78333333333333
2026-05-04 17:00:00,S011,Facility 11,9,1,24.022222222222222,49.955555555555556
2026-05-04 17:00:00,S012,Facility 12,7,1,15.085714285714285,42.800000000000004
2026-05-04 17:00:00,S013,Facility 13,5,1,26.1,32.78
2026-05-04 17:00:00,S014,Facility 14,4,0,23.2,76.15
2026-05-04 18:00:00,S001,Facility 1,8,0,19.0125,40.5375
2026-05-04 18:00:00,S002,Facility 2,3,0,24.333333333333332,37.86666666666667
2026-05-04 18:00:00,S003,Facility 3,11,0,20.554545454545455,40.12
2026-05-04 18:00:00,S004,Facility 4,7,0,20.0,43.18333333333334
2026-05-04 18:00:00,S005,Facility 5,8,0,20.5,54.3875
