event_id,event_ts,device_id,site_id,temperature_c,battery_pct,signal_strength,alert_flag,alert_type,site_id_device,device_type,status,site_name,city,region,event_date,event_hour
E009562,2026-05-06 08:17:19,D0142,S008,14.9,24.7,-85.0,0,,S008,motion_sensor,active,Facility 8,Denver,East,2026-05-06,2026-05-06 08:00:00
E004834,2026-05-03 22:53:12,D0079,S001,16.0,42.4,-78.0,0,,S001,motion_sensor,inactive,Facility 1,Seattle,North,2026-05-03,2026-05-03 22:00:00
E013057,2026-05-05 11:52:25,D0066,S008,20.2,57.4,-42.0,0,,S008,motion_sensor,inactive,Facility 8,Denver,East,2026-05-05,2026-05-05 11:00:00
E005582,2026-05-08 03:26:27,D0167,S009,12.4,77.6,-68.0,0,,S009,gateway,inactive,Facility 9,Seattle,East,2026-05-08,2026-05-08 03:00:00
E008407,2026-05-07 04:16:53,D0149,S010,15.1,4.6,-90.0,0,,S010,gateway,maintenance,Facility 10,Portland,West,2026-05-07,2026-05-07 04:00:00
E010861,2026-05-07 16:18:43,D0124,S010,31.5,14.5,-73.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-07,2026-05-07 16:00:00
E007727,2026-05-08 09:09:06,D0080,S012,24.5,6.4,-74.0,0,,S012,camera,active,Facility 12,Miami,East,2026-05-08,2026-05-08 09:00:00
E012121,2026-05-09 01:46:48,D0033,S005,17.7,62.8,-69.0,1,temp_high,S005,gateway,active,Facility 5,Boston,North,2026-05-09,2026-05-09 01:00:00
E001666,2026-05-08 15:58:52,D0022,S004,18.0,84.4,-62.0,0,,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-08,2026-05-08 15:00:00
E008385,2026-05-04 04:08:13,D0137,S014,29.4,71.3,-90.0,0,,S014,camera,active,Facility 14,Seattle,East,2026-05-04,2026-05-04 04:00:00
E012525,2026-05-09 07:23:21,D0080,S012,13.0,14.8,-47.0,0,,S012,camera,active,Facility 12,Miami,East,2026-05-09,2026-05-09 07:00:00
E014159,2026-05-05 03:26:05,D0091,S005,20.9,54.5,-40.0,0,,S005,temperature_sensor,active,Facility 5,Boston,North,2026-05-05,2026-05-05 03:00:00
E010885,2026-05-02 18:47:25,D0130,S004,14.3,76.8,-57.0,0,,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-02,2026-05-02 18:00:00
E012302,2026-05-07 19:05:47,D0053,S013,20.6,8.7,,0,,S013,gateway,active,Facility 13,Miami,South,2026-05-07,2026-05-07 19:00:00
E011662,2026-05-02 17:31:38,D0166,S007,16.6,54.9,-47.0,0,,S007,temperature_sensor,active,Facility 7,Denver,North,2026-05-02,2026-05-02 17:00:00
E000355,2026-05-06 17:44:27,D0132,S003,28.5,52.7,-62.0,0,,S003,temperature_sensor,active,Facility 3,Portland,West,2026-05-06,2026-05-06 17:00:00
E007690,2026-05-04 03:53:08,D0153,S011,19.9,0.2,-37.0,0,,S011,gateway,active,Facility 11,Seattle,North,2026-05-04,2026-05-04 03:00:00
E008404,2026-05-03 22:25:46,D0105,S014,26.8,,-56.0,0,,S014,camera,active,Facility 14,Seattle,East,2026-05-03,2026-05-03 22:00:00
E012895,2026-05-05 00:16:35,D0084,S010,26.9,21.1,-75.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-05,2026-05-05 00:00:00
E002945,2026-05-03 02:52:33,D0165,S009,26.7,33.5,-38.0,0,,S009,motion_sensor,active,Facility 9,Seattle,East,2026-05-03,2026-05-03 02:00:00
E009864,2026-05-09 14:15:15,D0156,S006,12.0,10.1,-65.0,0,,S006,camera,inactive,Facility 6,Boston,East,2026-05-09,2026-05-09 14:00:00
E014334,2026-05-05 19:16:58,D0044,S013,14.7,42.4,-79.0,1,battery_low,S013,gateway,active,Facility 13,Miami,South,2026-05-05,2026-05-05 19:00:00
E000141,2026-05-05 17:21:38,D0011,S001,10.6,19.8,-91.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-05,2026-05-05 17:00:00
E002097,2026-05-03 17:42:59,D0037,S007,24.3,25.4,-70.0,0,,S007,camera,active,Facility 7,Denver,North,2026-05-03,2026-05-03 17:00:00
E004579,2026-05-03 12:13:29,D0046,S009,27.9,50.6,,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-03,2026-05-03 12:00:00
E005183,2026-05-03 12:21:02,D0031,S002,27.0,53.3,-95.0,0,,S002,camera,active,Facility 2,Denver,North,2026-05-03,2026-05-03 12:00:00
E008807,2026-05-05 20:58:24,D0061,S006,19.7,74.1,-87.0,0,,S006,camera,active,Facility 6,Boston,East,2026-05-05,2026-05-05 20:00:00
E001107,2026-05-08 07:18:10,D0108,S002,22.6,9.5,-78.0,0,,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-08,2026-05-08 07:00:00
E009017,2026-05-05 08:58:59,D0065,S009,26.2,90.1,-35.0,0,,S009,gateway,maintenance,Facility 9,Seattle,East,2026-05-05,2026-05-05 08:00:00
E001676,2026-05-04 10:52:13,D0140,S012,13.9,4.6,-36.0,0,,S012,gateway,active,Facility 12,Miami,East,2026-05-04,2026-05-04 10:00:00
E006372,2026-05-05 22:31:06,D0179,S008,12.6,17.5,-41.0,0,,S008,gateway,active,Facility 8,Denver,East,2026-05-05,2026-05-05 22:00:00
E001431,2026-05-05 09:56:39,D0034,S011,19.3,58.6,-93.0,0,,S011,temperature_sensor,active,Facility 11,Seattle,North,2026-05-05,2026-05-05 09:00:00
E010556,2026-05-04 05:56:33,D0110,S003,25.9,45.8,-36.0,0,,S003,motion_sensor,active,Facility 3,Portland,West,2026-05-04,2026-05-04 05:00:00
E004073,2026-05-03 17:38:26,D0070,S008,30.4,45.8,-36.0,0,,S008,temperature_sensor,active,Facility 8,Denver,East,2026-05-03,2026-05-03 17:00:00
E002605,2026-05-05 02:55:14,D0044,S013,26.2,99.2,-52.0,0,,S013,gateway,active,Facility 13,Miami,South,2026-05-05,2026-05-05 02:00:00
E009137,2026-05-08 13:27:57,D0019,S012,24.5,7.3,-57.0,0,,S012,temperature_sensor,active,Facility 12,Miami,East,2026-05-08,2026-05-08 13:00:00
E001171,2026-05-05 09:52:46,D0079,S001,12.7,26.0,-72.0,0,,S001,motion_sensor,inactive,Facility 1,Seattle,North,2026-05-05,2026-05-05 09:00:00
E008549,2026-05-07 09:05:57,D0035,S001,27.1,9.9,-66.0,0,,S001,temperature_sensor,active,Facility 1,Seattle,North,2026-05-07,2026-05-07 09:00:00
E000898,2026-05-08 14:44:07,D0151,S002,22.2,1.1,-85.0,0,,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-08,2026-05-08 14:00:00
E005327,2026-05-04 22:16:20,D0027,S014,24.0,93.7,-56.0,1,battery_low,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-04,2026-05-04 22:00:00
E010195,2026-05-05 13:03:52,D0023,S010,16.6,43.3,-76.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-05,2026-05-05 13:00:00
E011296,2026-05-03 06:27:40,D0056,S001,12.0,33.4,-36.0,0,,S001,motion_sensor,active,Facility 1,Seattle,North,2026-05-03,2026-05-03 06:00:00
E000786,2026-05-07 06:56:14,D0114,S003,29.3,31.3,-92.0,0,,S003,temperature_sensor,active,Facility 3,Portland,West,2026-05-07,2026-05-07 06:00:00
E002112,2026-05-05 08:02:47,D0120,S007,22.4,31.4,-69.0,0,,S007,motion_sensor,active,Facility 7,Denver,North,2026-05-05,2026-05-05 08:00:00
E005197,2026-05-05 14:45:31,D0171,S004,13.9,85.9,-80.0,0,,S004,gateway,inactive,Facility 4,Denver,West,2026-05-05,2026-05-05 14:00:00
E011245,2026-05-09 06:27:00,D0033,S005,17.5,86.7,-90.0,0,,S005,gateway,active,Facility 5,Boston,North,2026-05-09,2026-05-09 06:00:00
E001630,2026-05-09 02:10:37,D0027,S014,15.0,75.1,-78.0,0,,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-09,2026-05-09 02:00:00
E011437,2026-05-03 09:32:53,D0040,S008,15.3,22.6,-70.0,0,,S008,temperature_sensor,inactive,Facility 8,Denver,East,2026-05-03,2026-05-03 09:00:00
E001123,2026-05-03 01:32:35,D0124,S010,29.3,68.5,-86.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-03,2026-05-03 01:00:00
E004287,2026-05-06 16:29:49,D0067,S006,21.6,29.8,-67.0,1,motion_detected,S006,gateway,active,Facility 6,Boston,East,2026-05-06,2026-05-06 16:00:00
E008462,2026-05-04 08:59:55,D0119,S011,25.5,80.7,-36.0,0,,S011,temperature_sensor,inactive,Facility 11,Seattle,North,2026-05-04,2026-05-04 08:00:00
E010987,2026-05-02 20:11:54,D0118,S013,27.0,13.5,-58.0,0,,S013,motion_sensor,active,Facility 13,Miami,South,2026-05-02,2026-05-02 20:00:00
E014476,2026-05-06 17:15:36,D0005,S010,10.3,62.9,-73.0,0,,S010,camera,active,Facility 10,Portland,West,2026-05-06,2026-05-06 17:00:00
E003950,2026-05-02 16:32:59,D0171,S004,24.7,37.8,-79.0,0,,S004,gateway,inactive,Facility 4,Denver,West,2026-05-02,2026-05-02 16:00:00
E012684,2026-05-04 13:06:38,D0066,S008,25.7,41.0,-66.0,0,,S008,motion_sensor,inactive,Facility 8,Denver,East,2026-05-04,2026-05-04 13:00:00
E009344,2026-05-06 23:43:06,D0130,S004,12.4,,-75.0,0,,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-06,2026-05-06 23:00:00
E000217,2026-05-06 22:41:14,D0089,S011,16.1,89.0,-76.0,0,,S011,camera,inactive,Facility 11,Seattle,North,2026-05-06,2026-05-06 22:00:00
E011106,2026-05-08 11:41:54,D0107,S012,23.4,32.0,-35.0,0,,S012,motion_sensor,active,Facility 12,Miami,East,2026-05-08,2026-05-08 11:00:00
E002322,2026-05-07 09:26:53,D0133,S012,17.3,21.1,-74.0,1,offline,S012,temperature_sensor,active,Facility 12,Miami,East,2026-05-07,2026-05-07 09:00:00
E002503,2026-05-05 01:12:43,D0094,S004,21.4,37.6,-68.0,0,,S004,temperature_sensor,maintenance,Facility 4,Denver,West,2026-05-05,2026-05-05 01:00:00
E000342,2026-05-07 10:37:35,D0121,S005,23.5,,-44.0,0,,S005,motion_sensor,maintenance,Facility 5,Boston,North,2026-05-07,2026-05-07 10:00:00
E005282,2026-05-07 23:57:39,D0021,S014,31.7,4.5,-92.0,0,,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-07,2026-05-07 23:00:00
E011444,2026-05-06 00:52:27,D0158,S006,21.5,54.1,-77.0,0,,S006,motion_sensor,maintenance,Facility 6,Boston,East,2026-05-06,2026-05-06 00:00:00
E006378,2026-05-04 02:30:47,D0164,S006,12.6,53.6,,0,,S006,gateway,active,Facility 6,Boston,East,2026-05-04,2026-05-04 02:00:00
E014420,2026-05-02 18:31:12,D0082,S010,18.5,7.3,-58.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-02,2026-05-02 18:00:00
E002171,2026-05-05 08:07:47,D0092,S001,22.7,,-50.0,1,motion_detected,S001,camera,inactive,Facility 1,Seattle,North,2026-05-05,2026-05-05 08:00:00
E009718,2026-05-07 05:28:19,D0056,S001,16.7,83.9,-76.0,0,,S001,motion_sensor,active,Facility 1,Seattle,North,2026-05-07,2026-05-07 05:00:00
E004146,2026-05-04 14:25:33,D0143,S001,25.1,88.4,-80.0,0,,S001,motion_sensor,inactive,Facility 1,Seattle,North,2026-05-04,2026-05-04 14:00:00
E011855,2026-05-06 11:33:57,D0021,S014,23.4,96.7,-45.0,0,,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-06,2026-05-06 11:00:00
E011376,2026-05-04 17:38:51,D0131,S007,24.6,88.7,-70.0,0,,S007,motion_sensor,active,Facility 7,Denver,North,2026-05-04,2026-05-04 17:00:00
E009598,2026-05-04 19:37:09,D0095,S001,13.4,,-65.0,0,,S001,motion_sensor,active,Facility 1,Seattle,North,2026-05-04,2026-05-04 19:00:00
E010787,2026-05-03 17:11:30,D0102,S009,28.8,80.1,-94.0,1,temp_high,S009,camera,active,Facility 9,Seattle,East,2026-05-03,2026-05-03 17:00:00
E012363,2026-05-05 08:03:29,D0137,S014,22.0,64.2,-66.0,0,,S014,camera,active,Facility 14,Seattle,East,2026-05-05,2026-05-05 08:00:00
E014765,2026-05-07 17:45:46,D0044,S013,17.1,17.6,-64.0,0,,S013,gateway,active,Facility 13,Miami,South,2026-05-07,2026-05-07 17:00:00
E004117,2026-05-08 11:37:09,D0150,S004,21.3,23.3,-94.0,0,,S004,camera,active,Facility 4,Denver,West,2026-05-08,2026-05-08 11:00:00
E012644,2026-05-08 15:30:05,D0180,S010,16.7,9.8,-61.0,1,battery_low,S010,temperature_sensor,maintenance,Facility 10,Portland,West,2026-05-08,2026-05-08 15:00:00
E014182,2026-05-06 19:39:07,D0163,S002,25.2,79.1,-71.0,0,,S002,motion_sensor,active,Facility 2,Denver,North,2026-05-06,2026-05-06 19:00:00
E011915,2026-05-05 06:54:08,D0136,S008,24.6,32.8,-94.0,0,,S008,temperature_sensor,active,Facility 8,Denver,East,2026-05-05,2026-05-05 06:00:00
E013845,2026-05-04 08:50:42,D0175,S010,17.3,42.8,-41.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-04,2026-05-04 08:00:00
E014988,2026-05-05 20:28:58,D0029,S003,28.2,3.8,-47.0,0,,S003,temperature_sensor,active,Facility 3,Portland,West,2026-05-05,2026-05-05 20:00:00
E001141,2026-05-07 13:29:31,D0165,S009,22.7,79.8,-59.0,1,temp_high,S009,motion_sensor,active,Facility 9,Seattle,East,2026-05-07,2026-05-07 13:00:00
E003548,2026-05-08 03:25:37,D0168,S009,25.6,78.6,-75.0,1,motion_detected,S009,temperature_sensor,active,Facility 9,Seattle,East,2026-05-08,2026-05-08 03:00:00
E009493,2026-05-07 12:25:38,D0161,S004,28.3,98.4,-67.0,0,,S004,camera,active,Facility 4,Denver,West,2026-05-07,2026-05-07 12:00:00
E009845,2026-05-07 13:33:43,D0157,S003,13.6,71.7,-41.0,0,,S003,motion_sensor,inactive,Facility 3,Portland,West,2026-05-07,2026-05-07 13:00:00
E011373,2026-05-08 14:36:05,D0081,S002,22.3,24.6,-91.0,0,,S002,gateway,active,Facility 2,Denver,North,2026-05-08,2026-05-08 14:00:00
E003761,2026-05-08 14:49:10,D0127,S006,25.1,56.0,-45.0,0,,S006,motion_sensor,active,Facility 6,Boston,East,2026-05-08,2026-05-08 14:00:00
E009228,2026-05-08 17:16:30,D0148,S010,12.2,64.9,-87.0,0,,S010,motion_sensor,active,Facility 10,Portland,West,2026-05-08,2026-05-08 17:00:00
E002587,2026-05-04 22:44:11,D0090,S002,15.3,62.9,-68.0,0,,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-04,2026-05-04 22:00:00
E001594,2026-05-04 18:42:53,D0147,S012,26.3,39.9,-36.0,0,,S012,motion_sensor,active,Facility 12,Miami,East,2026-05-04,2026-05-04 18:00:00
E002528,2026-05-07 09:40:50,D0043,S004,14.6,20.4,-46.0,0,,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-07,2026-05-07 09:00:00
E014416,2026-05-03 04:25:58,D0114,S003,30.5,53.5,-87.0,0,,S003,temperature_sensor,active,Facility 3,Portland,West,2026-05-03,2026-05-03 04:00:00
E007787,2026-05-06 22:26:09,D0061,S006,10.8,55.1,-72.0,1,motion_detected,S006,camera,active,Facility 6,Boston,East,2026-05-06,2026-05-06 22:00:00
E000640,2026-05-04 19:09:21,D0126,S012,23.3,14.7,,0,,S012,motion_sensor,maintenance,Facility 12,Miami,East,2026-05-04,2026-05-04 19:00:00
E008197,2026-05-04 03:18:49,D0148,S010,24.7,81.3,-61.0,0,,S010,motion_sensor,active,Facility 10,Portland,West,2026-05-04,2026-05-04 03:00:00
E003817,2026-05-09 10:42:04,D0071,S010,20.5,78.8,-73.0,1,offline,S010,camera,active,Facility 10,Portland,West,2026-05-09,2026-05-09 10:00:00
E000144,2026-05-07 01:01:43,D0017,S012,27.0,66.9,-47.0,1,temp_high,S012,gateway,maintenance,Facility 12,Miami,East,2026-05-07,2026-05-07 01:00:00
E014257,2026-05-08 17:10:05,D0021,S014,29.8,21.3,-55.0,1,battery_low,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-08,2026-05-08 17:00:00
E012213,2026-05-08 13:39:57,D0013,S003,23.5,99.1,-59.0,0,,S003,gateway,active,Facility 3,Portland,West,2026-05-08,2026-05-08 13:00:00
E013677,2026-05-05 18:53:28,D0029,S003,26.6,49.4,,0,,S003,temperature_sensor,active,Facility 3,Portland,West,2026-05-05,2026-05-05 18:00:00
E003440,2026-05-09 11:37:29,D0144,S007,20.4,5.6,-52.0,0,,S007,temperature_sensor,active,Facility 7,Denver,North,2026-05-09,2026-05-09 11:00:00
E002396,2026-05-03 17:53:36,D0130,S004,26.6,21.9,-80.0,0,,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-03,2026-05-03 17:00:00
E008760,2026-05-09 14:08:35,D0155,S009,24.6,98.8,-58.0,0,,S009,temperature_sensor,active,Facility 9,Seattle,East,2026-05-09,2026-05-09 14:00:00
E014739,2026-05-06 02:42:56,D0178,S012,21.6,37.1,-79.0,0,,S012,gateway,active,Facility 12,Miami,East,2026-05-06,2026-05-06 02:00:00
E000771,2026-05-07 17:46:25,D0043,S004,14.0,23.6,-54.0,1,temp_high,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-07,2026-05-07 17:00:00
E011819,2026-05-02 18:25:44,D0039,S013,19.3,23.5,-44.0,0,,S013,temperature_sensor,active,Facility 13,Miami,South,2026-05-02,2026-05-02 18:00:00
E007944,2026-05-03 04:23:01,D0031,S002,11.2,3.9,-62.0,0,,S002,camera,active,Facility 2,Denver,North,2026-05-03,2026-05-03 04:00:00
E001492,2026-05-05 13:56:20,D0022,S004,12.5,2.3,-68.0,0,,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-05,2026-05-05 13:00:00
E007401,2026-05-05 11:41:52,D0179,S008,22.7,33.1,-86.0,0,,S008,gateway,active,Facility 8,Denver,East,2026-05-05,2026-05-05 11:00:00
E008980,2026-05-06 11:02:30,D0046,S009,12.9,33.9,-90.0,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-06,2026-05-06 11:00:00
E013718,2026-05-07 22:01:24,D0070,S008,24.0,31.7,-40.0,0,,S008,temperature_sensor,active,Facility 8,Denver,East,2026-05-07,2026-05-07 22:00:00
E000861,2026-05-04 20:37:54,D0072,S013,21.6,53.4,-91.0,0,,S013,gateway,active,Facility 13,Miami,South,2026-05-04,2026-05-04 20:00:00
E008433,2026-05-04 04:47:09,D0134,S014,18.2,68.7,-92.0,0,,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-04,2026-05-04 04:00:00
E014488,2026-05-03 23:13:21,D0076,S014,24.2,3.7,-72.0,0,,S014,camera,inactive,Facility 14,Seattle,East,2026-05-03,2026-05-03 23:00:00
E014009,2026-05-09 12:08:57,D0023,S010,15.2,50.7,-66.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-09,2026-05-09 12:00:00
E012730,2026-05-03 11:46:12,D0042,S004,14.6,,-38.0,0,,S004,gateway,active,Facility 4,Denver,West,2026-05-03,2026-05-03 11:00:00
E001303,2026-05-09 06:49:26,D0071,S010,27.5,57.5,-72.0,0,,S010,camera,active,Facility 10,Portland,West,2026-05-09,2026-05-09 06:00:00
E002340,2026-05-04 04:02:53,D0014,S009,17.5,88.5,-48.0,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-04,2026-05-04 04:00:00
E002300,2026-05-06 22:57:26,D0076,S014,12.6,64.2,-88.0,0,,S014,camera,inactive,Facility 14,Seattle,East,2026-05-06,2026-05-06 22:00:00
E001520,2026-05-03 18:11:13,D0011,S001,12.3,76.1,-55.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-03,2026-05-03 18:00:00
E014839,2026-05-03 15:09:19,D0120,S007,12.1,97.0,-82.0,1,battery_low,S007,motion_sensor,active,Facility 7,Denver,North,2026-05-03,2026-05-03 15:00:00
E002888,2026-05-08 06:20:58,D0046,S009,13.8,55.6,-74.0,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-08,2026-05-08 06:00:00
E011917,2026-05-06 19:27:38,D0109,S007,14.6,96.5,-40.0,0,,S007,motion_sensor,inactive,Facility 7,Denver,North,2026-05-06,2026-05-06 19:00:00
E005175,2026-05-02 17:25:27,D0111,S003,15.2,80.2,-82.0,0,,S003,temperature_sensor,active,Facility 3,Portland,West,2026-05-02,2026-05-02 17:00:00
E001322,2026-05-03 13:11:31,D0042,S004,18.5,95.5,,0,,S004,gateway,active,Facility 4,Denver,West,2026-05-03,2026-05-03 13:00:00
E007332,2026-05-07 03:41:18,D0071,S010,19.6,78.1,-40.0,1,motion_detected,S010,camera,active,Facility 10,Portland,West,2026-05-07,2026-05-07 03:00:00
E004039,2026-05-08 08:01:53,D0066,S008,20.6,23.6,-41.0,0,,S008,motion_sensor,inactive,Facility 8,Denver,East,2026-05-08,2026-05-08 08:00:00
E003795,2026-05-08 00:42:14,D0062,S008,20.4,64.6,-88.0,0,,S008,temperature_sensor,maintenance,Facility 8,Denver,East,2026-05-08,2026-05-08 00:00:00
E013304,2026-05-08 00:30:02,D0134,S014,25.3,52.0,-80.0,1,temp_high,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-08,2026-05-08 00:00:00
E014706,2026-05-03 01:53:54,D0010,S006,18.7,71.6,-59.0,0,,S006,temperature_sensor,inactive,Facility 6,Boston,East,2026-05-03,2026-05-03 01:00:00
E007394,2026-05-05 20:51:30,D0008,S009,21.8,69.3,-90.0,0,,S009,gateway,active,Facility 9,Seattle,East,2026-05-05,2026-05-05 20:00:00
E004948,2026-05-03 22:13:47,D0168,S009,15.6,96.7,-93.0,0,,S009,temperature_sensor,active,Facility 9,Seattle,East,2026-05-03,2026-05-03 22:00:00
E003492,2026-05-04 00:19:28,D0099,S013,15.9,69.8,-47.0,0,,S013,gateway,inactive,Facility 13,Miami,South,2026-05-04,2026-05-04 00:00:00
E002753,2026-05-04 16:10:30,D0128,S004,12.5,37.3,-83.0,0,,S004,gateway,active,Facility 4,Denver,West,2026-05-04,2026-05-04 16:00:00
E005417,2026-05-07 14:50:36,D0070,S008,22.5,59.6,-40.0,0,,S008,temperature_sensor,active,Facility 8,Denver,East,2026-05-07,2026-05-07 14:00:00
E006118,2026-05-07 05:56:50,D0128,S004,19.4,11.2,-76.0,0,,S004,gateway,active,Facility 4,Denver,West,2026-05-07,2026-05-07 05:00:00
E012376,2026-05-07 19:02:28,D0007,S007,16.2,55.3,-35.0,0,,S007,gateway,active,Facility 7,Denver,North,2026-05-07,2026-05-07 19:00:00
E003041,2026-05-05 10:09:33,D0059,S010,26.2,35.8,-37.0,0,,S010,motion_sensor,active,Facility 10,Portland,West,2026-05-05,2026-05-05 10:00:00
E001199,2026-05-07 09:38:58,D0013,S003,18.3,41.8,-75.0,0,,S003,gateway,active,Facility 3,Portland,West,2026-05-07,2026-05-07 09:00:00
E001960,2026-05-07 09:11:26,D0084,S010,26.2,38.3,-49.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-07,2026-05-07 09:00:00
E014272,2026-05-08 06:40:39,D0097,S014,16.9,5.4,-53.0,0,,S014,motion_sensor,inactive,Facility 14,Seattle,East,2026-05-08,2026-05-08 06:00:00
E013179,2026-05-07 14:21:31,D0138,S003,17.7,83.0,-44.0,0,,S003,gateway,active,Facility 3,Portland,West,2026-05-07,2026-05-07 14:00:00
E009235,2026-05-04 19:19:00,D0069,S007,20.4,89.1,-65.0,0,,S007,temperature_sensor,active,Facility 7,Denver,North,2026-05-04,2026-05-04 19:00:00
E014166,2026-05-07 00:59:08,D0173,S009,22.0,45.7,-35.0,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-07,2026-05-07 00:00:00
E006135,2026-05-08 08:34:19,D0096,S014,24.1,41.9,-87.0,0,,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-08,2026-05-08 08:00:00
E002788,2026-05-08 21:43:13,D0010,S006,25.6,64.5,-46.0,0,,S006,temperature_sensor,inactive,Facility 6,Boston,East,2026-05-08,2026-05-08 21:00:00
E009427,2026-05-04 00:25:54,D0126,S012,24.6,4.6,-87.0,0,,S012,motion_sensor,maintenance,Facility 12,Miami,East,2026-05-04,2026-05-04 00:00:00
E005097,2026-05-02 23:11:59,D0019,S012,29.7,24.8,-72.0,0,,S012,temperature_sensor,active,Facility 12,Miami,East,2026-05-02,2026-05-02 23:00:00
E005017,2026-05-05 01:33:29,D0064,S004,15.7,50.6,-52.0,0,,S004,motion_sensor,inactive,Facility 4,Denver,West,2026-05-05,2026-05-05 01:00:00
E014161,2026-05-05 16:35:54,D0174,S013,21.3,60.5,-91.0,0,,S013,temperature_sensor,inactive,Facility 13,Miami,South,2026-05-05,2026-05-05 16:00:00
E006130,2026-05-06 20:35:07,D0135,S013,20.4,,-87.0,1,offline,S013,camera,active,Facility 13,Miami,South,2026-05-06,2026-05-06 20:00:00
E004774,2026-05-04 03:46:28,D0001,S001,27.8,68.1,-69.0,0,,S001,gateway,active,Facility 1,Seattle,North,2026-05-04,2026-05-04 03:00:00
E007826,2026-05-05 01:18:22,D0043,S004,23.8,29.4,-37.0,0,,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-05,2026-05-05 01:00:00
E001938,2026-05-07 17:48:07,D0042,S004,27.8,46.4,-56.0,0,,S004,gateway,active,Facility 4,Denver,West,2026-05-07,2026-05-07 17:00:00
E003300,2026-05-07 06:00:09,D0067,S006,25.4,50.5,-73.0,0,,S006,gateway,active,Facility 6,Boston,East,2026-05-07,2026-05-07 06:00:00
E000472,2026-05-05 20:52:42,D0175,S010,18.3,76.9,-95.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-05,2026-05-05 20:00:00
E001273,2026-05-07 17:08:04,D0149,S010,16.2,18.5,-40.0,0,,S010,gateway,maintenance,Facility 10,Portland,West,2026-05-07,2026-05-07 17:00:00
E002363,2026-05-07 11:03:19,D0029,S003,27.9,97.5,-72.0,0,,S003,temperature_sensor,active,Facility 3,Portland,West,2026-05-07,2026-05-07 11:00:00
E001449,2026-05-02 19:24:52,D0091,S005,26.8,10.6,-37.0,0,,S005,temperature_sensor,active,Facility 5,Boston,North,2026-05-02,2026-05-02 19:00:00
E001028,2026-05-09 05:02:40,D0090,S002,22.6,78.0,-45.0,1,offline,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-09,2026-05-09 05:00:00
E005337,2026-05-05 06:41:55,D0159,S001,22.2,76.1,-80.0,1,battery_low,S001,gateway,maintenance,Facility 1,Seattle,North,2026-05-05,2026-05-05 06:00:00
E013050,2026-05-06 23:06:40,D0017,S012,23.1,83.5,-71.0,0,,S012,gateway,maintenance,Facility 12,Miami,East,2026-05-06,2026-05-06 23:00:00
E009773,2026-05-02 19:21:47,D0165,S009,20.0,26.8,-46.0,0,,S009,motion_sensor,active,Facility 9,Seattle,East,2026-05-02,2026-05-02 19:00:00
E007382,2026-05-03 11:07:08,D0007,S007,13.7,61.5,-37.0,0,,S007,gateway,active,Facility 7,Denver,North,2026-05-03,2026-05-03 11:00:00
E012780,2026-05-07 09:53:29,D0143,S001,26.6,13.9,-42.0,0,,S001,motion_sensor,inactive,Facility 1,Seattle,North,2026-05-07,2026-05-07 09:00:00
E007302,2026-05-03 07:09:18,D0010,S006,20.6,98.8,-46.0,0,,S006,temperature_sensor,inactive,Facility 6,Boston,East,2026-05-03,2026-05-03 07:00:00
